Skill,Status,Primary object,Request (JSON),Response (summary),What happened,Next step / what needs to be done,HTTP,Elapsed (s)
fuzzy_search_campaigns,pass,Campaign,"{ ""searchTerm"": ""E2E Skill"", ""search_term"": ""E2E Skill"", ""Id"": ""701QH00002FpwEqYAJ"" }","{ ""success"": true, ""records"": [ { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Campaign/701QH00002FpwEqYAJ/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Campaign/701QH00002FpwEqYAJ/view"", ""IsActive"": true, ""Status"": ""Planned"", ""Type"": ""Conference"", ""Name"": ""E2E Skill Test Campaign"", ""Id"": ""701QH00002FpwEqYAJ"" } ], ""remaining"": 0, ""displayed"": 1, ""totalFound"": 1, ""status"": ""found"" }",Skill executed successfully (Apex business success).,—,200,0.4
fuzzy_search_cases,pass,Case,"{ ""searchTerm"": ""E2E Skill"", ""search_term"": ""E2E Skill"", ""Id"": ""500QH00000VaKnyYAF"" }","{ ""success"": true, ""records"": [ { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Case/500QH00000VaKnyYAF/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Case/500QH00000VaKnyYAF/view"", ""Priority"": ""Medium"", ""Status"": ""Closed"", ""Subject"": ""E2E Skill Test Case"", ""CaseNumber"": ""00001037"", ""Id"": ""500QH00000VaKnyYAF"" } ], ""remaining"": 0, ""displayed"": 1, ""totalFound"": 1, ""status"": ""found"" }",Skill executed successfully (Apex business success).,—,200,0.7
fuzzy_search_contacts,pass,Contact,"{ ""searchTerm"": ""Rose"", ""search_term"": ""Rose"", ""Id"": ""003QH00000RYF6jYAH"" }","{ ""success"": true, ""records"": [ { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Contact/003QH00000RYF6jYAH/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Contact/003QH00000RYF6jYAH/view"", ""Account"": ""E2E Skill Test Account"", ""AccountId"": ""001QH00002FpgehYAB"", ""Title"": null, ""Phone"": ""555-0101"", ""Email"": ""e2e.contact@example.com"", ""Name"": ""Rose E2EContact"", ""Id"": ""003QH00000RYF6jYAH"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Contact/003QH00000RXZdnYAH/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Contact/003QH00000RXZdnYAH/view"", ""Account"": ""Edge Communications"", ""AccountId"": ""001QH00002FoLakYAF"", ""Title"": ""SVP, Procurement"", ""Phone"": ""(512) 757-6000"", ""Email"": ""rose@edge.com"", ""Name"": ""Rose Gonzalez"", ""Id"": ""003QH00000RXZdnYAH"" } ], ""remaining"": 0, ""displayed"": 2, ""totalFound"": 2, ""status"": ""found"" }",Skill executed successfully (Apex business success).,—,200,0.35
fuzzy_search_leads,pass,Lead,"{ ""searchTerm"": ""E2ELead"", ""search_term"": ""E2ELead"", ""Id"": ""00QQH00000MA2rt2AD"" }","{ ""success"": true, ""records"": [ { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Lead/00QQH00000M9n1w2AB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Lead/00QQH00000M9n1w2AB/view"", ""IsConverted"": true, ""Status"": ""Closed - Converted"", ""Phone"": null, ""Email"": ""e2e.lead.1785946325@example.com"", ""Company"": ""E2E Skill Test Account"", ""Name"": ""E2E E2ELead"", ""Id"": ""00QQH00000M9n1w2AB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Lead/00QQH00000MA2rt2AD/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Lead/00QQH00000MA2rt2AD/view"", ""IsConverted"": false, ""Status"": ""Open - Not Contacted"", ""Phone"": null, ""Email"": ""e2e.lead.open@example.com"", ""Company"": ""E2E Skill Test Account"", ""Name"": ""Open E2ELeadOpen"", ""Id"": ""00QQH00000MA2rt2AD"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Lead/00QQH00000MA2ez2AD/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Lead/00QQH00000MA2ez2AD/view"", ""IsConverted"": true, ""Status"": ""Closed - Converted"", ""Phone"": null, ""Email"": ""e2e.lead.1785945905@example.com"", ""Company"": ""E2E Skill Test Account"", ""Name"": ""E2E E2ELead"", ""Id"": ""00QQH00000MA2ez2AD"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Lead/00QQH00000M9xyg2AB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Lead/00QQH00000M9xyg2AB/view"", ""IsConverted"": true, ""Status"": ""Closed - Converted"", ""Phone"": null, ""Email"": ""e2e.lead.1785941912169@example.com"", ""Company"": ""E2E Skill Test Account"", ""Name"": ""E2E E2ELead"", ""Id"": ""00QQH00000M9xyg2AB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Lead/00QQH00000M9z9G2AR/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Lead/00QQH00000M9z9G2AR/view"", ""IsConverted"": true, ""Status"": ""Closed - Converted"", ""Phone"": null, ""Email"": ""e2e.lead.1785941760497@example.com"", ""Company"": ""E2E Skill Test Account"", ""Name"": ""E2E E2ELead"", ""Id"": ""00QQH00000M9z9G2AR"" } ], ""remaining"": 1, ""displayed"": 5, ""totalFound"": 6, ""status"": ""found"" }",Skill executed successfully (Apex business success).,—,200,0.39
fuzzy_search_opportunities,pass,Opportunity,"{ ""searchTerm"": ""E2E Skill"", ""search_term"": ""E2E Skill"", ""Id"": ""006QH00000Kz5M9YAJ"" }","{ ""success"": true, ""records"": [ { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000Kz482YAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000Kz482YAB/view"", ""Amount"": 200.0, ""CloseDate"": ""2026-09-15 00:00:00"", ""StageName"": ""Prospecting"", ""Name"": ""E2E Skill Test Opp"", ""Id"": ""006QH00000Kz482YAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000Kz5M9YAJ/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000Kz5M9YAJ/view"", ""Amount"": 200.0, ""CloseDate"": ""2026-09-15 00:00:00"", ""StageName"": ""Prospecting"", ""Name"": ""E2E Skill Test Opp"", ""Id"": ""006QH00000Kz5M9YAJ"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000Kz7InYAJ/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000Kz7InYAJ/view"", ""Amount"": null, ""CloseDate"": ""2026-09-30 00:00:00"", ""StageName"": ""Prospecting"", ""Name"": ""E2E Skill Test Account"", ""Id"": ""006QH00000Kz7InYAJ"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000Kz7HBYAZ/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000Kz7HBYAZ/view"", ""Amount"": null, ""CloseDate"": ""2026-09-01 00:00:00"", ""StageName"": ""Prospecting"", ""Name"": ""E2E Created Opp 6361"", ""Id"": ""006QH00000Kz7HBYAZ"" } ], ""remaining"": 0, ""displayed"": 4, ""totalFound"": 4, ""matchedVia"": ""name"", ""status"": ""found"" }",Skill executed successfully (Apex business success).,—,200,0.34
fuzzy_search_partners,pass,Account (Partner),"{ ""searchTerm"": ""E2E Partner Account"", ""search_term"": ""E2E Partner Account"" }","{ ""success"": true, ""records"": [ { ""Website"": null, ""Industry"": null, ""Type"": ""Partner Reseller"", ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Account/001QH00002FpdMKYAZ/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Account/001QH00002FpdMKYAZ/view"", ""object"": ""Account"", ""Name"": ""E2E Partner Account"", ""Id"": ""001QH00002FpdMKYAZ"" } ], ""remaining"": 0, ""displayed"": 1, ""totalFound"": 1, ""sourceObject"": ""Account"", ""status"": ""found"" }",Skill executed successfully (Apex business success).,—,200,0.45
fuzzy_search_products,pass,Product2,"{ ""searchTerm"": ""GenWatt"", ""search_term"": ""GenWatt"", ""Id"": ""01tQH00000Hh6GVYAZ"" }","{ ""success"": true, ""records"": [ { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Product2/01tQH00000Hh6GVYAZ/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Product2/01tQH00000Hh6GVYAZ/view"", ""IsActive"": true, ""Family"": null, ""ProductCode"": ""GC1040"", ""Name"": ""GenWatt Diesel 200kW"", ""Id"": ""01tQH00000Hh6GVYAZ"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Product2/01tQH00000Hh6GWYAZ/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Product2/01tQH00000Hh6GWYAZ/view"", ""IsActive"": true, ""Family"": null, ""ProductCode"": ""GC1020"", ""Name"": ""GenWatt Diesel 10kW"", ""Id"": ""01tQH00000Hh6GWYAZ"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Product2/01tQH00000Hh6GZYAZ/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Product2/01tQH00000Hh6GZYAZ/view"", ""IsActive"": true, ""Family"": null, ""ProductCode"": ""GC3040"", ""Name"": ""GenWatt Propane 500kW"", ""Id"": ""01tQH00000Hh6GZYAZ"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Product2/01tQH00000Hh6GbYAJ/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Product2/01tQH00000Hh6GbYAJ/view"", ""IsActive"": true, ""Family"": null, ""ProductCode"": ""GC3020"", ""Name"": ""GenWatt Propane 100kW"", ""Id"": ""01tQH00000Hh6GbYAJ"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Product2/01tQH00000Hh6GcYAJ/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Product2/01tQH00000Hh6GcYAJ/view"", ""IsActive"": true, ""Family"": null, ""ProductCode"": ""GC3060"", ""Name"": ""GenWatt Propane 1500kW"", ""Id"": ""01tQH00000Hh6GcYAJ"" } ], ""remaining"": 4, ""displayed"": 5, ""totalFound"": 9, ""status"": ""found"" }",Skill executed successfully (Apex business success).,—,200,0.33
fuzzy_search_quotes,fail_missing_feature,Quote,"{ ""searchTerm"": ""Quote"", ""search_term"": ""Quote"" }",Quote is not available or accessible in this org (enable Quotes).,Feature / package not available in this org (expected N/A until enabled).,"Enable Salesforce Quotes in Setup, then create at least one Quote (and Quote Line if testing line skills) on the E2E Opportunity/Account and re-run.",200,0.76
link_knowledge_article_to_case,fail_missing_feature,Case,"{ ""case_id"": ""500QH00000VaKnyYAF"", ""CaseId"": ""500QH00000VaKnyYAF"", ""KnowledgeArticleId"": ""500QH00000VaKnyYAF"", ""Id"": ""500QH00000VaKnyYAF"" }",<div>⚠️ <b>Could not link article</b><br/>CaseArticle is not available in this org (Knowledge may not be enabled).</div>,Feature / package not available in this org (expected N/A until enabled).,"Enable Lightning Knowledge (Setup → Knowledge Settings), create a published article, assign Knowledge user permissions, then re-run.",200,0.39
log_activity,pass,Task,"{ ""WhatId"": ""E2E Skill Test Account"", ""AccountName"": ""E2E Skill Test Account"", ""WhoId"": ""Rose E2EContact"", ""Subject"": ""E2E seeded activity"", ""activity_subject"": ""E2E seeded activity"", ""record_id"": ""E2E Skill Test Account"" }","{ ""status"": ""Success"", ""message"": """", ""data"": { ""recordId"": ""00TQH00000FPOHp2AP"", ""message"": ""✅ Activity Logged: E2E seeded activity Status: Completed Date: 2026-08-05 👉 View Task"", ""success"": true } }",Skill executed successfully (Apex business success).,—,200,0.52
remove_campaign_member,pass,Campaign,"{ ""Id"": ""00vQH00000IZCDdYAP"" }",<div>✅ <b>Campaign Member Removed</b><ul><li><b>Removed:</b> Rose E2EContact</li></ul></div>,Skill executed successfully (Apex business success).,—,200,0.49
run_internal_prompt,pass,Multiple / generic,"{ ""record_id"": ""001QH00002FpgehYAB"", ""prompt_request_id"": ""skip-if-invalid"" }","{ ""success"": true, ""recordId"": ""001QH00002FpgehYAB"", ""message"": null, ""status"": ""success"" }",Skill executed successfully (Apex business success).,—,200,1.52
schedule_service_appointment,fail_missing_feature,ServiceAppointment,"{ ""Id"": ""001QH00002FpgehYAB"" }",<div>⚠️ <b>Could not schedule appointment</b><br/>ServiceAppointment is not available or creatable in this org.</div>,Feature / package not available in this org (expected N/A until enabled).,"Install/enable Field Service (FSL) and make ServiceAppointment / ServiceResource available with licenses; create at least one resource, then re-run.",200,0.8
search_knowledge_articles,fail_missing_feature,KnowledgeArticleVersion,"{ ""search_term"": ""test"", ""searchTerm"": ""test"" }",Knowledge is not enabled in this org.,Feature / package not available in this org (expected N/A until enabled).,"Enable Lightning Knowledge (Setup → Knowledge Settings), create a published article, assign Knowledge user permissions, then re-run.",200,0.39
transfer_record_owner,pass,Any record (OwnerId),"{ ""record_id"": ""001QH00002FpgehYAB"", ""Id"": ""001QH00002FpgehYAB"", ""new_owner_id"": ""005QH00000AhYIQYA3"", ""UserId"": ""005QH00000AhYIQYA3"", ""OwnerId"": ""005QH00000AhYIQYA3"" }","{ ""status"": ""Success"", ""message"": """", ""data"": { ""recordId"": ""001QH00002FpgehYAB"", ""message"": ""✅ Owner Transferred E2E Skill Test Account OwnerId: 005QH00000Ahc4IYAR → 005QH00000AhYIQYA3 👉 View Record"", ""success"": true } }",Skill executed successfully (Apex business success).,—,200,0.67
update_account_fields,pass,Account,"{ ""Name"": ""E2E Skill Test Account"", ""AccountName"": ""E2E Skill Test Account"", ""Description"": ""Updated by E2E 1785946368"", ""account_id"": ""001QH00002FpgehYAB"", ""Id"": ""001QH00002FpgehYAB"" }","<div>✅ <b>Account Updated</b><br/><b>E2E Skill Test Account</b><ul><li><b>Name:</b> E2E Skill Test Account → <b>E2E Skill Test Account</b></li><li><b>Description:</b> E2E_SKILL_TEST → <b>Updated by E2E 1785946368</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Account/001QH00002FpgehYAB/view"" target=""_blank""><b>View Account</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.52
update_asset_fields,pass,Asset,"{ ""Id"": ""02iQH000002k8r3YAA"", ""Description"": ""E2E asset update"" }","<div>✅ <b>Asset Updated</b><br/><b>E2E Skill Test Asset</b><ul><li><b>Description:</b> E2E_SKILL_TEST → <b>E2E asset update</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Asset/02iQH000002k8r3YAA/view"" target=""_blank""><b>View Asset</b></a></div>",Skill executed successfully (Apex business success).,—,200,1.92
update_campaign_fields,pass,Campaign,"{ ""Name"": ""E2E Skill Test Campaign"", ""CampaignName"": ""E2E Skill Test Campaign"", ""Description"": ""E2E campaign update"", ""Id"": ""001QH00002FpgehYAB"" }","<div>✅ <b>Campaign Updated</b><br/><b>E2E Skill Test Campaign</b><ul><li><b>Description:</b> E2E_SKILL_TEST → <b>E2E campaign update</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Campaign/701QH00002FpwEqYAJ/view"" target=""_blank""><b>View Campaign</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.55
update_campaign_member_status,pass,Campaign,"{ ""Id"": ""00vQH00000IZCDdYAP"", ""Status"": ""Responded"" }","<div>✅ <b>Campaign Member Status Updated</b><br/><b>Rose E2EContact</b><ul><li><b>Status:</b> Sent → <b>Responded</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/CampaignMember/00vQH00000IZCDdYAP/view"" target=""_blank""><b>View Member</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.51
update_care_plan_fields,fail_missing_feature,CarePlan / CareTask,"{ ""Id"": ""001QH00002FpgehYAB"" }",<div>⚠️ <b>Could not update care plan</b><br/>Care Plan object is not available in this org.</div>,Feature / package not available in this org (expected N/A until enabled).,"Enable Care Plans / Health Cloud (or the Care Plan object pack) in Setup, assign permissions, create a sample Care Plan, then re-run.",200,0.92
update_case_fields,pass,Case,"{ ""CaseNumber"": ""00001037"", ""Subject"": ""E2E Skill Test Case"", ""fields"": { ""Priority"": ""Medium"" }, ""Priority"": ""Medium"", ""Id"": ""001QH00002FpgehYAB"" }","<div>✅ <b>Case Updated</b><br/><b>00001037</b><ul><li><b>Priority:</b> Medium → <b>Medium</b></li><li><b>Subject:</b> E2E Skill Test Case → <b>E2E Skill Test Case</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Case/500QH00000VaKnyYAF/view"" target=""_blank""><b>View Case</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.82
update_contact_fields,pass,Contact,"{ ""Name"": ""Rose E2EContact"", ""ContactName"": ""Rose E2EContact"", ""fields"": { ""Title"": ""E2E Title"" }, ""contact_id"": ""003QH00000RYF6jYAH"", ""Id"": ""003QH00000RYF6jYAH"" }","<div>✅ <b>Contact Updated</b><br/><b>Rose E2EContact</b><ul><li><b>Title:</b> (none) → <b>E2E Title</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Contact/003QH00000RYF6jYAH/view"" target=""_blank""><b>View Contact</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.83
update_contract_fields,pass,Contract,"{ ""Id"": ""800QH00000VaNJCYA3"", ""Description"": ""E2E contract"" }","<div>✅ <b>Contract Updated</b><br/><b>00000107</b><ul><li><b>Description:</b> (none) → <b>E2E contract</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Contract/800QH00000VaNJCYA3/view"" target=""_blank""><b>View Contract</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.55
update_cpq_quote_fields,fail_missing_feature,Quote,"{ ""Id"": ""001QH00002FpgehYAB"" }",<div>⚠️ <b>Could not update CPQ quote</b><br/>Salesforce CPQ is not installed or SBQQ__Quote__c / SBQQ__QuoteLine__c are not accessible in this org.</div>,Feature / package not available in this org (expected N/A until enabled).,Install Salesforce CPQ (SteelBrick / SBQQ) and grant CPQ licenses and object permissions; re-run this skill after SBQQ__Quote__c is available.,200,0.39
update_cpq_quote_line,fail_missing_feature,Quote,"{ ""Id"": ""001QH00002FpgehYAB"" }",<div>⚠️ <b>Could not update CPQ quote line</b><br/>Salesforce CPQ is not installed or SBQQ__Quote__c / SBQQ__QuoteLine__c are not accessible in this org.</div>,Feature / package not available in this org (expected N/A until enabled).,Install Salesforce CPQ (SteelBrick / SBQQ) and grant CPQ licenses and object permissions; re-run this skill after SBQQ__Quote__c is available.,200,0.8
update_event,pass,Event,"{ ""Id"": ""00UQH0000076QtR2AU"", ""Description"": ""E2E event update"" }","<div>✅ <b>Event Updated</b><br/><b>E2E Skill Test Event</b><ul><li><b>Description:</b> E2E_SKILL_TEST → <b>E2E event update</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Event/00UQH0000076QtR2AU/view"" target=""_blank""><b>View Event</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.57
update_financial_account_fields,fail_missing_feature,Account,"{ ""Id"": ""001QH00002FpgehYAB"" }",<div>⚠️ <b>Could not update financial account</b><br/>FinServ__FinancialAccount__c is not available in this org.</div>,Feature / package not available in this org (expected N/A until enabled).,Install Financial Services Cloud (or enable FinServ pack) so FinServ__FinancialAccount__c exists; assign FSC permissions and re-run.,200,0.8
update_lead_fields,fail_missing_feature,Lead,"{ ""Name"": ""E2E E2ELead"", ""fields"": { ""Title"": ""E2E Lead Title"" }, ""Title"": ""E2E Lead Title"", ""Id"": ""00QQH00000MA2rt2AD"" }",<div>⚠️ <b>Could not update record</b><br/>Field not updateable: Name</div>,Feature / package not available in this org (expected N/A until enabled).,"Enable or install the Salesforce feature/package this skill depends on (see response message), assign licenses/permissions, create minimal seed data, then re-run.",200,0.53
update_opportunity_contact_role,pass,Contact,"{ ""Id"": ""00KQH00000Hd28D2AR"", ""Role"": ""Decision Maker"", ""fields"": { ""Role"": ""Decision Maker"" } }","<div>✅ <b>Contact Role Updated</b><br/><b>Rose E2EContact (Decision Maker)</b><ul><li><b>Role:</b> Decision Maker → <b>Decision Maker</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/OpportunityContactRole/00KQH00000Hd28D2AR/view"" target=""_blank""><b>View Contact Role</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.84
update_opportunity_fields,pass,Opportunity,"{ ""Name"": ""E2E Skill Test Opp"", ""OpportunityName"": ""E2E Skill Test Opp"", ""Id"": ""006QH00000Kz5M9YAJ"", ""Description"": ""E2E opp update retry"", ""fields"": { ""Description"": ""E2E opp update retry"" } }","{ ""status"": ""Success"", ""message"": """", ""data"": { ""recordId"": ""006QH00000Kz5M9YAJ"", ""message"": ""✅ Opportunity Updated E2E Skill Test Opp Description: E2E_SKILL_TEST → E2E opp update retry 👉 View Opportunity"", ""success"": true } }",Skill executed successfully (Apex business success).,—,200,0.54
update_opportunity_line_item,pass,Opportunity,"{ ""Id"": ""00kQH00000BVrEbYAL"", ""Quantity"": 2, ""fields"": { ""Quantity"": 2 } }","<div>✅ <b>Line Item Updated</b><br/><b>Line item (1.00 @ 100.00)</b><ul><li><b>Quantity:</b> 1.00 → <b>2.00</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/OpportunityLineItem/00kQH00000BVrEbYAL/view"" target=""_blank""><b>View Line Item</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.53
update_order_fields,pass,Order,"{ ""Id"": ""801QH00002FpyoTYAR"", ""Description"": ""E2E order update"" }","<div>✅ <b>Order Updated</b><br/><b>00000107</b><ul><li><b>Description:</b> (none) → <b>E2E order update</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Order/801QH00002FpyoTYAR/view"" target=""_blank""><b>View Order</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.96
update_order_item,pass,Order,"{ ""Id"": ""802QH00000Olh3hYAB"", ""Quantity"": 2, ""UnitPrice"": 55 }","<div>✅ <b>Order Item Updated</b><br/><b>0000000008 (1.00 @ 50.00)</b><ul><li><b>Quantity:</b> 1.00 → <b>2.00</b></li><li><b>UnitPrice:</b> 50.00 → <b>55.00</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/OrderItem/802QH00000Olh3hYAB/view"" target=""_blank""><b>View Order Item</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.96
update_quote_fields,fail_data,Quote,"{ ""Description"": ""E2E"" }",<div>⚠️ <b>Could not update quote</b><br/>Missing parameter: quote_id</div>,Data / seed or missing parameter issue: <div>⚠️ <b>Could not update quote</b><br/>Missing parameter: quote_id</div>,"Enable Salesforce Quotes (Setup → Feature Settings → Sales → Quotes → Enable Quotes), create a seed Quote (with Pricebook and optional line items), then re-run.",200,0.48
update_quote_line_item,fail_data,Quote,"{ ""Quantity"": 2 }",<div>⚠️ <b>Could not update quote line item</b><br/>Missing parameter: line_item_id</div>,Data / seed or missing parameter issue: <div>⚠️ <b>Could not update quote line item</b><br/>Missing parameter: line_item_id</div>,"Enable Salesforce Quotes in Setup, then create at least one Quote (and Quote Line if testing line skills) on the E2E Opportunity/Account and re-run.",200,0.35
update_service_appointment,fail_missing_feature,ServiceAppointment,"{ ""Id"": ""001QH00002FpgehYAB"" }",<div>⚠️ <b>Could not update appointment</b><br/>ServiceAppointment is not updateable in this org.</div>,Feature / package not available in this org (expected N/A until enabled).,"Install/enable Field Service (FSL) and make ServiceAppointment / ServiceResource available with licenses; create at least one resource, then re-run.",200,0.37
update_subscription_fields,fail_missing_feature,Subscription (feature),"{ ""Id"": ""001QH00002FpgehYAB"" }",<div>⚠️ <b>Could not update subscription</b><br/>Subscription object is not available in this org.</div>,Feature / package not available in this org (expected N/A until enabled).,Install/enable the Subscription product model used by this skill (standard or CPQ/industry object); create a seed Subscription and re-run.,200,0.85
update_task,pass,Task,"{ ""Id"": ""00TQH00000FPO9l2AH"", ""Description"": ""E2E task update"", ""fields"": { ""Description"": ""E2E task update"" } }","<div>✅ <b>Task Updated</b><br/><b>E2E Skill Test Task</b><ul><li><b>Description:</b> E2E_SKILL_TEST → <b>E2E task update</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Task/00TQH00000FPO9l2AH/view"" target=""_blank""><b>View Task</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.8
update_work_order_fields,pass,Order,"{ ""Id"": ""0WOQH000006HalB4AS"", ""work_order_id"": ""0WOQH000006HalB4AS"", ""Description"": ""E2E WO update"", ""Subject"": ""E2E Skill Test Work Order Updated"" }","<div>✅ <b>Work Order Updated</b><br/><b>E2E Skill Test Work Order</b><ul><li><b>Description:</b> (none) → <b>E2E WO update</b></li><li><b>Subject:</b> E2E Skill Test Work Order → <b>E2E Skill Test Work Order Updated</b></li></ul><br/>👉 <a href=""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/WorkOrder/0WOQH000006HalB4AS/view"" target=""_blank""><b>View Work Order</b></a></div>",Skill executed successfully (Apex business success).,—,200,0.49
